	term	IDF	ICF	Chi-sq	CG	ICB	DoP	RICF
19731	crosspriming	7.600902459542082	11.702341242611933	inf	3.0	396.0	-0.0003640746573700948	1.0983613601886706
19732	crossreact	7.600902459542082	12.800953531280044	0.70159535792338	1.0	215.0	-0.0005930003888996449	-0.0002509284794403044
19733	crossreacted	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	180.0	-0.0004964654418700976	-0.0002509284794403044
19734	crossreacting	6.907755278982137	12.107806350720098	0.6889482039901608	1.0	161.0	-0.0008881215126755881	-0.0005316994476203263
19735	crossreacting_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	139.0	-0.00038338164677642617	-0.0002509284794403044
19736	crossreactions	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	165.0	-0.0004550933217135622	-0.0002509284794403044
19737	crossreactive	6.502290170873972	11.702341242611933	0.6764558989094853	1.0	211.33333333333331	-0.0017486616119140042	-0.0008078327941429819
19738	crossreactive_cytotoxicity_pattern_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	165.0	-0.0004550933217135622	-0.0002509284794403044
19739	crossreactive_recognition_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	165.0	-0.0004550933217135622	-0.0002509284794403044
19740	crossreactivity	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	176.0	-0.000485432876494718	-0.0002509284794403044
19741	crossreacts	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	135.0	-0.0003723490814013797	-0.0002509284794403044
19742	crossspecies	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	258.0	-0.0007116004666778419	-0.0002509284794403044
19743	crosstalk	5.809142990314028	11.009194062051987	0.639900889012706	1.0	212.83333333333331	-0.0035221464959209747	-0.001630313314691989
19744	crosstalking	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	189.0	-0.0005212887139623978	-0.0002509284794403044
19745	crucial	3.7297014486341915	8.869127898555718	6.141462736841967	1.0625	196.8125	-0.024357146206316016	0.047422980122531655
19746	crucially	6.502290170873972	11.702341242611933	0.6764558989094882	1.0	176.33333333333331	-0.0014590567708238078	-0.0008078327941429819
19747	cruciform_DNA_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563379606	-0.0002509284794403044
19748	crude	6.907755278982137	12.107806350720098	0.6889482039901579	1.0	307.0	-0.00169349878503966	-0.0005316994476203263
19749	crude_extract_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	175.0	-0.0004826747351515115	-0.0002509284794403044
19750	crude_nuclear_extract_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	175.0	-0.0004826747351515115	-0.0002509284794403044
19751	crux	7.600902459542082	12.800953531280044	0.70159535792338	1.0	47.0	-0.0001296326431546868	-0.0002509284794403044
19752	cryostat	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	344.0	-0.0009488006222377887	-0.0002509284794403044
19753	cryptic	6.907755278982137	12.107806350720098	0.688948203990155	1.0	298.0	-0.001643852240853394	-0.0005316994476203263
19754	cryptic_epitope_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	183.0	-0.0005047398659009383	-0.0002509284794403044
19755	cryptic_promoter_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	244.0	-0.0006729864878661784	-0.0002509284794403044
19756	cryptococcal_stimulation_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	472.0	-0.0006509213571174177	0.6928962520805051
19757	cryptococcosis_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	123.0	-0.0003392513852775725	-0.0002509284794403044
19758	csa	6.907755278982137	12.107806350720098	0.688948203990155	1.0	131.5	-0.000725391173396539	-0.0005316994476203263
19759	csf	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	206.0	-0.0005681771168057903	-0.0002509284794403044
19760	cterminal	5.809142990314028	11.009194062051987	0.6399008890127115	1.0	195.16666666666666	-0.003229783513488016	-0.001630313314691989
19761	ctl	6.907755278982137	12.107806350720098	0.6889482039901522	1.0	167.0	-0.0009212192088001725	-0.0005316994476203263
19762	cu2	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	137.0	-0.0003778653640889029	-0.0002509284794403044
19763	cues	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	145.0	-0.00039993049483944	-0.0002509284794403044
19764	culminate	6.502290170873972	11.702341242611933	0.6764558989094742	1.0	236.66666666666666	-0.0019582803540366678	-0.0008078327941429819
19765	culminating	5.991464547107982	11.191515618845942	0.6519329689125366	1.0	196.8	-0.0027140110822129193	-0.0013565509566575429
19766	cultivation	7.600902459542082	12.107806350720098	311.0740355720358	2.0	458.0	-0.0006316143677114194	0.6928962520805051
19767	culture	3.6306105459899607	8.566847026682783	193.94033988795536	1.3018867924528301	281.8679245283019	-0.03079464810253807	0.2492217714922358
19768	culture-adapted_Tax-transformed_fibroblast_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	99.0	-0.0002730559930279597	-0.0002509284794403044
19769	culture_media_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	128.0	-0.0007060841839903187	-0.0005316994476203263
19770	culture_medium_lex	5.809142990314028	11.009194062051987	0.6399008890127088	1.0	223.0	-0.00369039311788788	-0.001630313314691989
19771	culture_protein_filtrate_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	224.0	-0.0006178236609916121	-0.0002509284794403044
19772	culture_supernatant_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	194.0	-0.000535079420681428	-0.0002509284794403044
19773	cultured	3.937340813412436	8.994291041509722	28.79522690325046	1.1538461538461537	266.8974358974359	-0.024448164870658817	0.13239572416861378
19774	cultured_H-RS_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	248.0	-0.0006840190532420021	-0.0002509284794403044
19775	cultured_MCF-7_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	230.0	-0.0006343725090545149	-0.0002509284794403044
19776	cultured_RCC_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	147.0	-0.00040544677752696323	-0.0002509284794403044
19777	cultured_T_cell_lex	6.502290170873972	11.702341242611933	0.6764558989094853	1.0	158.0	-0.0013073589969212485	-0.0008078327941429819
19778	cultured_blood_mononuclear_cell_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	219.5	-0.001210824049890591	-0.0005316994476203263
19779	cultured_cell_lex	5.298317366548036	10.403058258481673	16.685412442662724	1.1	199.3	-0.00478261708999661	0.09258532841416489
19780	cultured_corneal_endothelial_cell_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	502.0	-0.0006922934772726208	0.6928962520805051
19781	cultured_endothelial_cell_lex	6.502290170873972	11.414659170160153	97.75425464500107	1.3333333333333333	329.0	-0.0020575734424099767	0.2868742396576369
19782	cultured_genital_skin_fibroblast_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	192.0	-0.0005295631379927945	-0.0002509284794403044
19783	cultured_human_EC_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	352.0	-0.000485432876494718	0.6928962520805051
19784	cultured_human_ECs_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	176.0	-0.000485432876494718	-0.0002509284794403044
19785	cultured_human_blood_mononuclear_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	246.0	-0.0006785027705543678	-0.0002509284794403044
19786	cultured_human_dermal_endothelial_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	188.0	-0.0005185305726190803	-0.0002509284794403044
19787	cultured_human_dermal_fibroblast_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	165.0	-0.000455093321712563	-0.0002509284794403044
19788	cultured_human_endothelial_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	233.0	-0.000642646933086688	-0.0002509284794403044
19789	cultured_human_keratinocyte_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	261.0	-0.000719874890710126	-0.0002509284794403044
19790	cultured_human_monocyte_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	165.0	-0.0004550933217141173	-0.0002509284794403044
19791	cultured_human_umbilical_vein_endothelial_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	258.0	-0.0007116004666777309	-0.0002509284794403044
19792	cultured_lymphocyte_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	228.5	-0.001260470594077967	-0.0005316994476203263
19793	cultured_monocyte_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	199.0	-0.000548870127399903	-0.0002509284794403044
19794	cultured_mouse_astrocyte_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	227.0	-0.0006260980850232301	-0.0002509284794403044
19795	cultured_nasopharyngeal_carcinoma_(NPC)_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	212.0	-0.000584725964868027	-0.0002509284794403044
19796	cultured_skin_fibroblast_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	104.0	-0.0002868466997463237	-0.0002509284794403044
19797	cultures	4.2336066295556085	9.217434592823933	92.45494971416157	1.2413793103448276	255.10344827586206	-0.015837247595592463	0.20828058085297485
19798	culturing	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	141.0	-0.00038889792946361634	-0.0002509284794403044
19799	cupric_ion_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	137.0	-0.0003778653640889029	-0.0002509284794403044
19800	curcumin_lex	6.502290170873972	10.603728953943824	inf	3.0	543.3333333333333	-0.0016990150677280713	1.0978044558739661
19801	curiously	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	307.0	-0.000846749392520052	-0.0002509284794403044
19802	current	4.135166556742356	9.304445969813562	2.5181069930275113	1.03125	189.90625	-0.016220629242367557	0.022001590510797087
19803	currently	4.710530701645918	9.856514552113602	6.4860057958434085	1.0555555555555556	196.2222222222222	-0.009129447847686434	0.049150140341915005
19804	curry_pigment_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	169.0	-0.00046612588708883074	-0.0002509284794403044
19805	curry_spice_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	169.0	-0.00046612588708883074	-0.0002509284794403044
19806	curve	6.907755278982137	12.107806350720098	0.6889482039901579	1.0	197.5	-0.0010894658307661897	-0.0005316994476203263
19807	curves	6.907755278982137	12.107806350720098	0.688948203990155	1.0	233.5	-0.001288052007514473	-0.0005316994476203263
19808	cushingoid	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	265.0	-0.0007309074560849504	-0.0002509284794403044
19809	cushingoid_feature_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	265.0	-0.0007309074560849504	-0.0002509284794403044
19810	cushings	6.907755278982137	12.107806350720098	0.688948203990155	1.0	235.0	-0.00129632643154598	-0.0005316994476203263
19811	cut/CDP_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	231.0	-0.0006371306503983876	-0.0002509284794403044
19812	cutaneous_T_cell_lymphoma_line_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	210.0	-0.0005792096821807258	-0.0002509284794403044
19813	cutaneous_carcinogenesis_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	164.0	-0.0004523351803707998	-0.0002509284794403044
19814	cutoff	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	108.0	-0.0002978792651224804	-0.0002509284794403044
19815	cutting	6.502290170873972	11.702341242611933	0.6764558989094828	1.0	139.33333333333331	-0.0011529030816731511	-0.0008078327941429819
19816	cycle	3.912023005428146	8.994291041509722	28.79522690325046	1.125	230.8	-0.02263054972515266	0.1068010019205019
19817	cycle-dependent_initiation_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	128.0	-0.0003530420919953814	-0.0002509284794403044
19818	cycle_ergometer_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	247.0	-0.0006812609118980184	-0.0002509284794403044
19819	cycles	6.502290170873972	11.702341242611933	0.6764558989094853	1.0	244.66666666666666	-0.0020244757462845042	-0.0008078327941429819
19820	cyclic	6.907755278982137	12.107806350720098	0.688948203990155	1.0	219.5	-0.0012108240498897027	-0.0005316994476203263
19821	cyclic-AMP-responsive_element_binding_protein/activation_transcription_factor_family_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	269.0	-0.0007419400214597749	-0.0002509284794403044
19822	cyclic-AMP_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	269.0	-0.0007419400214597749	-0.0002509284794403044
19823	cyclic-AMP_responsive_element_binding_factor_(CREB)-like_factor_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	236.0	-0.0006509213571163075	-0.0002509284794403044
19824	cyclic-AMP_responsive_element_binding_factor_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	236.0	-0.0006509213571163075	-0.0002509284794403044
19825	cyclic_AMP-dependent_protein_kinase_lex	6.907755278982137	11.414659170160153	587.7461828458298	2.0	228.0	-0.0009598331876123911	0.6926154811123251
19826	cyclic_AMP-responsive_element-binding_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	229.0	-0.0006316143677113084	-0.0002509284794403044
19827	cyclic_AMP-responsive_element-dependent_activation_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	182.0	-0.0005019817245568436	-0.0002509284794403044
19828	cyclic_AMP-responsive_element-like_sequence_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	160.0	-0.0004413026149948651	-0.0002509284794403044
19829	cyclic_AMP-responsive_element_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	244.0	-0.001345972975732801	-0.0005316994476203263
19830	cyclic_AMP-responsive_member_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	277.0	-0.0007640051522093128	-0.0002509284794403044
19831	cyclic_AMP_inhibition_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	176.0	-0.0004854328764941629	-0.0002509284794403044
19832	cyclic_AMP_lex	5.035953102080546	9.805221257726052	258.0011337676252	1.5384615384615385	328.7692307692308	-0.007469046758771802	0.4272366726303911
19833	cyclic_AMP_production_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	230.0	-0.0006343725090542929	-0.0002509284794403044
19834	cyclic_AMP_response_element-binding_protein_lex	6.502290170873972	11.702341242611933	0.6764558989094799	1.0	215.66666666666666	-0.0017845174493832383	-0.0008078327941429819
19835	cyclic_AMP_response_element-binding_protein_nuclear_complex_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	194.0	-0.0005350794206819831	-0.0002509284794403044
19836	cyclic_AMP_response_element_(CRE)_site_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	240.0	-0.0006619539224923532	-0.0002509284794403044
19837	cyclic_AMP_response_element_binding_protein/activating_transcription_factor_(CREB/ATF)_family_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	157.0	-0.00043302819096413536	-0.0002509284794403044
19838	cyclic_AMP_response_element_lex	6.502290170873972	11.702341242611933	0.6764558989094853	1.0	276.66666666666663	-0.0022892573152822893	-0.0008078327941429819
19839	cyclic_AMP_signaling_pathway_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	174.0	-0.00047991659380719476	-0.0002509284794403044
19840	cyclic_adenosine_monophosphate_(cAMP)_response_element_binding_(CREB)/activating_transcription_factor_1_(ATF-1)_family_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	245.0	-0.0006757446292101621	-0.0002509284794403044
19841	cyclic_adenosine_monophosphate_(cAMP)_response_element_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	245.0	-0.0006757446292101621	-0.0002509284794403044
19842	cyclic_adenosine_monophosphate_lex	6.502290170873972	11.414659170160153	97.75425464500107	1.3333333333333333	263.3333333333333	-0.001685224361008264	0.2868742396576369
19843	cyclic_adenosine_monophosphate_signaling_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	179.0	-0.0004937073005257808	-0.0002509284794403044
19844	cyclic_amp_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	225.0	-0.0006205818023355958	-0.0002509284794403044
19845	cyclic_nucleotide-dependent_protein_kinase_inhibitor_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	231.0	-0.0006371306503976104	-0.0002509284794403044
19846	cyclic_pressure-stretching_load_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	208.0	-0.0005736933994923143	-0.0002509284794403044
19847	cyclic_undecapeptide_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	286.0	-0.0007888284243020571	-0.0002509284794403044
19848	cyclin-dependent_kinase_(cdk)_inhibitor_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	335.0	-0.0009239773501447113	-0.0002509284794403044
19849	cyclin-dependent_kinase_4_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	253.0	-0.0006978097599603661	-0.0002509284794403044
19850	cyclin-dependent_kinase_inhibitor_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	121.0	-0.0006674702051795434	-0.0005316994476203263
19851	cyclin-dependent_kinase_lex	5.654992310486769	10.85504338222473	0.6280207479635713	1.0	179.85714285714286	-0.0034724999517343758	-0.001903961812590893
19852	cyclin-like_DNA_repair_enzyme_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	162.0	-0.00044681889768338756	-0.0002509284794403044
19853	cyclin-like_UDG_gene_product_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	162.0	-0.00044681889768338756	-0.0002509284794403044
19854	cyclin/cdks_(cyclin-dependent_kinase)_complex_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	131.0	-0.0003613165160278875	-0.0002509284794403044
19855	cyclin/cdks_activation_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	131.0	-0.0003613165160278875	-0.0002509284794403044
19856	cyclin/cdks_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	262.0	-0.0003613165160278875	0.6928962520805051
19857	cyclin_A_gene_transcriptional_inhibition_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	199.0	-0.000548870127399459	-0.0002509284794403044
19858	cyclin_A_lex	6.907755278982137	11.191515618845942	inf	2.5	519.5	-0.0012190984739213206	0.9157590324265357
19859	cyclin_A_transcription_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	199.0	-0.000548870127399459	-0.0002509284794403044
19860	cyclin_D-associated_kinase_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563389598	-0.0002509284794403044
19861	cyclin_D-associated_kinase_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563389598	-0.0002509284794403044
19862	cyclin_D1_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	253.0	-0.0006978097599603661	-0.0002509284794403044
19863	cyclin_D2_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	181.0	-0.0004992235832140812	-0.0002509284794403044
19864	cyclin_D2_lex	6.214608098422191	11.191515618845942	66.44304413762418	1.25	229.5	-0.0020327501703173434	0.22206101449121185
19865	cyclin_D3_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	126.5	-0.0006978097599603661	-0.0005316994476203263
19866	cyclin_E-associated_kinase_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563389598	-0.0002509284794403044
19867	cyclin_E-dependent_kinase_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563389598	-0.0002509284794403044
19868	cyclin_E-dependent_kinase_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563389598	-0.0002509284794403044
19869	cyclin_E-mediated_inactivation_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563389598	-0.0002509284794403044
19870	cyclin_E_lex	6.907755278982137	11.702341242611933	159.46644784256102	1.5	233.5	-0.0008439912511770675	0.40493340866054517
19871	cyclin_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	186.5	-0.0010287867212063206	-0.0005316994476203263
19872	cycling	6.907755278982137	12.107806350720098	0.6889482039901608	1.0	208.0	-0.001147386798986294	-0.0005316994476203263
19873	cycling_T_cell_blast_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	209.0	-0.0005764515408368531	-0.0002509284794403044
19874	cyclized_asparagine_(succinimide)_residue_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	176.0	-0.000485432876494718	-0.0002509284794403044
19875	cycloheximide	6.502290170873972	11.702341242611933	0.6764558989094799	1.0	224.66666666666666	-0.0018589872656636919	-0.0008078327941429819
19876	cycloheximide-sensitive_manner_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	252.0	-0.0006950516186172706	-0.0002509284794403044
19877	cycloheximide/polyinosinic-polycytidylic_acid_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	206.0	-0.0005681771168053462	-0.0002509284794403044
19878	cycloheximide_lex	4.2336066295556085	9.217434592823933	92.45494971416157	1.2413793103448276	259.0	-0.016568155051675193	0.20828058085297485
19879	cycloheximide_resistan_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	242.0	-0.0006674702051781001	-0.0002509284794403044
19880	cyclooxygenase-2_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	238.0	-0.0006564376398044969	-0.0002509284794403044
19881	cyclooxygenase-2_lex	7.600902459542082	11.702341242611933	inf	3.0	714.0	-0.0006564376398044969	1.0983613601886706
19882	cyclooxygenase/5-lipoxygenase_anti-inflammatory_compound_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	215.0	-0.0005930003888984237	-0.0002509284794403044
19883	cyclooxygenase_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	193.0	-0.0005323212793385546	-0.0002509284794403044
19884	cyclooxygenase_lex	6.907755278982137	12.107806350720098	0.6889482039901522	1.0	187.5	-0.0010343030038936218	-0.0005316994476203263
19885	cyclophilin/calcineurin_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	241.0	-0.0006647120638361148	-0.0002509284794403044
19886	cyclophilin_A_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	167.0	-0.0004606096044013075	-0.0002509284794403044
19887	cyclophilin_B-binding-protein_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	124.0	-0.0003420095266222223	-0.0002509284794403044
19888	cyclophilin_B-binding_protein_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	109.0	-0.0006012748129305967	-0.0005316994476203263
19889	cyclophilin_B_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	124.0	-0.0003420095266222223	-0.0002509284794403044
19890	cyclophilin_gene_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	286.0	-0.0007888284243020571	-0.0002509284794403044
19891	cyclophilin_lex	6.502290170873972	10.403058258481673	inf	3.6666666666666665	796.3333333333333	-0.0016190289687598725	1.2984751513361168
19892	cyclophosphamide_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	285.0	-0.0007860702829599608	-0.0002509284794403044
19893	cyclosporin-resistant_mutant_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	194.0	-0.0005350794206807619	-0.0002509284794403044
19894	cyclosporin-sensitive_DNA-binding_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	176.0	-0.00048543287649538414	-0.0002509284794403044
19895	cyclosporin-sensitive_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	334.0	-0.0009212192088017268	-0.0002509284794403044
19896	cyclosporin-sensitive_promoter_element_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	176.0	-0.00048543287649538414	-0.0002509284794403044
19897	cyclosporin_A-binding_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	286.0	-0.0007888284243020571	-0.0002509284794403044
19898	cyclosporin_A-insensitive_pathway_lex	6.907755278982137	12.107806350720098	0.6889482039901522	1.0	126.5	-0.0006978097599606992	-0.0005316994476203263
19899	cyclosporin_A-resistant_pathway_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	148.0	-0.0004082049188708359	-0.0002509284794403044
19900	cyclosporin_A-resistant_transactivation_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	112.0	-0.0003089118304960836	-0.0002509284794403044
19901	cyclosporin_A-sensitive_DNase_I-hypersensitive_site_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	106.0	-0.000292362982433958	-0.0002509284794403044
19902	cyclosporin_A-sensitive_induction_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	176.0	-0.00048543287649538414	-0.0002509284794403044
19903	cyclosporin_A-sensitive_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	198.0	-0.0005461119860564745	-0.0002509284794403044
19904	cyclosporin_A-sensitive_mechanism_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	209.0	-0.0005764515408369641	-0.0002509284794403044
19905	cyclosporin_A-sensitive_nuclear_factor-AT_response_element_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	202.0	-0.0005571445514306328	-0.0002509284794403044
19906	cyclosporin_A-sensitive_tumor_necrosis_factor-alpha_gene_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	176.0	-0.00048543287649538414	-0.0002509284794403044
19907	cyclosporin_A-sensitive_tumor_necrosis_factor-alpha_gene_transcription_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	176.0	-0.00048543287649538414	-0.0002509284794403044
19908	cyclosporin_A-sensitive_tumor_necrosis_factor_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	176.0	-0.00048543287649538414	-0.0002509284794403044
19909	cyclosporin_A-treated_human_B_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	160.0	-0.0004413026149938659	-0.0002509284794403044
19910	cyclosporin_A_(CsA)-sensitive_factor_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	297.0	-0.0008191679790828799	-0.0002509284794403044
19911	cyclosporin_A_(CsA)/FK506-sensitive_nuclear_factor_of_activated_T_cells_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	220.0	-0.00060679109561812	-0.0002509284794403044
19912	cyclosporin_A_lex	3.4900285953687713	8.323616716801837	256.97136179767386	1.4426229508196722	266.8360655737705	-0.03161657422296449	0.3496379276542463
19913	cyclosporin_A_pretreatment_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	213.0	-0.0005874841062111225	-0.0002509284794403044
19914	cyclosporin_A_sensitive_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	209.0	-0.0005764515408369641	-0.0002509284794403044
19915	cyclosporin_lex	5.991464547107982	10.603728953943824	366.37984511582374	1.8	395.8	-0.002965001944491563	0.5864301139454611
19916	cyclosporin_treatment_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	334.0	-0.0009212192088017268	-0.0002509284794403044
19917	cyclosporine_A_lex	6.502290170873972	11.702341242611933	0.6764558989094853	1.0	199.0	-0.0016466103821974887	-0.0008078327941429819
19918	cyclosporine_lex	5.809142990314028	10.721511989600208	97.08561157423847	1.3333333333333333	237.0	-0.002896048410898966	0.2860517591370879
19919	cyclosporine_resistant_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	214.0	-0.0005902422475559943	-0.0002509284794403044
19920	cyclosporinsensitive	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	191.0	-0.000526804996649255	-0.0002509284794403044
19921	cyclotetrapeptide_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	93.0	-0.0002565071449665002	-0.0002509284794403044
